ticker,shares_today,last_close,cap,w_latest,bucket,sector
KLAC,131684530,1182.82,155759095774.6,0.0025887795650710293,Small,Information Technology
TXN,908623020,169.13,153675411372.6,0.0025541478822589973,Small,Information Technology
ACN,620138892,247.65,153577396603.80002,0.002552518836909943,Small,Information Technology
GILD,1240806916,120.94,150063188421.04,0.0024941112666445144,Small,Health Care
BSX,1481751634,101.11,149819907713.74,0.002490067842274963,Small,Health Care
SPGI,305300000,489.45,149429085000.0,0.002483572209709403,Small,Financials
ADBE,418600000,353.52,147983472000.0,0.002459545533290989,Small,Information Technology
PANW,676870933,217.11,146955448263.63,0.002442459360391181,Small,Information Technology
ETN,389300000,376.29,146489697000.0,0.002434718384830844,Small,Industrials
SYK,382307298,381.79,145961103303.42,0.0024259329424582724,Small,Health Care
COF,635700000,225.01,143038857000.0,0.002377364019553471,Small,Financials
PFE,5685550500,24.76,140774230380.0,0.0023397250034355574,Small,Health Care
HON,634887208,216.14,137224521137.12,0.0022807273911021526,Small,Industrials
LOW,560824905,242.71,136117812692.55,0.002262333446327715,Small,Consumer Discretionary
CRWD,250955140,527.32,132333664424.80002,0.0021994393619852734,Small,Information Technology
UNP,593160889,216.61,128484580166.29001,0.002135466015047725,Small,Industrials
PGR,586400000,219.09,128474376000.0,0.0021352964176509326,Small,Financials
DE,270329392,472.76,127800923361.92,0.0021241033607136504,Small,Industrials
CEG,312405579,389.19,121585127291.01,0.002020794300212256,Small,Utilities
MDT,1282616011,93.67,120142641750.37,0.0019968196034412682,Small,Health Care
WELL,668825942,177.94,119010888119.48,0.0019780093974769066,Small,Real Estate
PLD,928664000,126.43,117410989520.0,0.001951418431601545,Small,Real Estate
ADI,491955436,238.01,117090313322.36,0.001946088662682904,Small,Information Technology
BX,747812724,154.6,115611847130.4,0.0019215159528430039,Small,Financials
ADP,405089516,280.94,113805848625.04,0.0018914995226501214,Small,Industrials
LMT,231397796,485.41,112322804156.36,0.0018668507199877957,Small,Industrials
CB,394324438,281.94,111175832049.72,0.0018477875767626134,Small,Financials
COP,1248942311,88.03,109944391637.33,0.0018273205359176207,Small,Energy
MO,1679890953,64.67,108638547930.51001,0.0018056168820373734,Small,Consumer Staples
HOOD,773963666,139.79,108192380870.14,0.0017982014039059058,Small,Financials
VRTX,256390651,421.39,108040456424.89,0.0017956763577932403,Small,Health Care
KKR,890948725,121.24,108018623419.0,0.001795313484349407,Small,Financials
CMCSA,3682762127,29.28,107831275078.56,0.001792199678681307,Small,Communication Services
SO,1100047407,95.88,105472545383.15999,0.001752996631150689,Small,Utilities
HCA,233993500,447.04,104604454240.0,0.0017385686030419241,Small,Health Care
CVS,1268326375,81.93,103913979903.75002,0.0017270926385532972,Small,Health Care
DASH,402361247,258.15,103869555913.04999,0.0017263542937474854,Small,Consumer Discretionary
MCK,124384393,801.67,99715236336.31,0.0016573078115914635,Small,Health Care
DUK,777624467,127.37,99046028361.79001,0.001646185302690109,Small,Utilities
SBUX,1136700000,86.09,97858503000.0,0.0016264481478593291,Small,Consumer Discretionary
PH,126544072,772.0,97692023584.0,0.0016236811922089867,Small,Industrials
CME,360377042,269.54,97136027900.68001,0.0016144403176643026,Small,Financials
TT,222515359,425.87,94762615937.33,0.0015749932448647342,Small,Industrials
GD,270120442,350.77,94750147440.34,0.0015747860133701343,Small,Industrials
CDNS,272490000,345.1,94036299000.0,0.0015629215617583693,Small,Information Technology
MMC,489909683,186.55,91392651363.65001,0.0015189830620887582,Small,Financials
NEM,1091262981,83.37,90978594725.97,0.0015121012722512056,Small,Materials
ICE,572423088,157.65,90242499823.2,0.0014998670753796372,Small,Financials
AMT,468251225,191.52,89679474612.0,0.0014905093672205993,Small,Real Estate
MMM,531225048,168.5,89511420588.0,0.001487716240944438,Small,Industrials
BMY,2035435838,43.83,89213152779.54,0.0014827589085740886,Small,Health Care
MCO,178400000,490.82,87562288000.0,0.0014553208640431087,Small,Financials
WM,402830315,214.66,86471555417.9,0.001437192444605031,Small,Industrials
NOC,142720067,605.58,86428418173.86,0.0014364754860524095,Small,Industrials
SNPS,185748673,464.18,86220819033.14,0.0014330251038416656,Small,Information Technology
RCL,271627660,316.45,85956573007.0,0.001428633227340197,Small,Consumer Discretionary
SHW,249333316,334.0,83277327544.0,0.001384103077303497,Small,Materials
ORLY,846832348,97.27,82371382489.95999,0.0013690459017895236,Small,Consumer Discretionary
NKE,1189313611,69.11,82193463656.21,0.0013660888183603815,Small,Consumer Discretionary
EQIX,97863986,839.49,82155837607.14,0.001365463458111194,Small,Real Estate
CI,266928075,301.78,80553554473.5,0.0013388328603075978,Small,Health Care
HWM,403126322,198.51,80024606180.22,0.0013300415243935526,Small,Industrials
MDLZ,1293945412,60.77,78633062687.24,0.0013069135051878733,Small,Consumer Staples
ECL,283624912,277.23,78629334353.76001,0.0013068515387680197,Small,Materials
CTAS,401866678,190.83,76688218162.74,0.0012745893976471379,Small,Industrials
TDG,56350285,1359.3,76596942400.5,0.0012730723573298574,Small,Industrials
COIN,215159125,354.46,76265303447.5,0.0012675603829553378,Small,Financials
ELV,222238763,342.35,76083440513.05,0.0012645377469673292,Small,Health Care
BK,697349000,107.99,75306718510.0,0.0012516283111540481,Small,Financials
USB,1556000000,48.26,75092560000.0,0.0012480689095562348,Small,Financials
GLW,856618711,87.41,74877041528.51,0.001244486904844959,Small,Information Technology
EMR,562800000,132.68,74672304000.0,0.0012410840837938095,Small,Industrials
JCI,654385440,112.94,73906291593.6,0.0012283526458356125,Small,Industrials
MAR,271457839,271.32,73651940877.48,0.001224125233414026,Small,Consumer Discretionary
PNC,392381546,186.44,73155615436.24,0.0012158761025782491,Small,Financials
MSI,166603894,438.98,73135777388.12001,0.0012155463861444925,Small,Information Technology
AON,215626597,337.73,72823570604.81,0.001210357382339032,Small,Financials
AJG,256363000,280.73,71968784990.0,0.001196150497526738,Small,Financials
ITW,291500000,245.75,71636125000.0,0.0011906215531017205,Small,Industrials
APO,572026735,125.0,71503341875.0,0.001188414643522047,Small,Financials
WMB,1221177427,57.48,70193278503.95999,0.0011666408571050773,Small,Energy
RSG,312215820,223.09,69652227283.8,0.0011576483656204463,Small,Industrials
TEL,295481491,235.65,69630213354.15001,0.0011572824851500865,Small,Information Technology
VST,338820324,201.47,68262130676.28,0.0011345443942399884,Small,Utilities
MNST,976428189,69.69,68047280491.409996,0.001130973496724327,Small,Consumer Staples
FI,543593180,125.17,68041558340.6,0.0011308783922489734,Small,Financials
CSX,1862136956,36.13,67279008220.28001,0.001118204498894562,Small,Industrials
PYPL,955378405,69.77,66656751316.85,0.0011078623359036114,Small,Financials
ADSK,213000000,312.88,66643440000.0,0.0011076410963999144,Small,Information Technology
PWR,149005943,440.93,65701190446.99,0.0010919805253372813,Small,Industrials
FTNT,766266033,85.56,65561721783.48,0.0010896624993865856,Small,Information Technology
GM,932861303,69.66,64983118366.979996,0.0010800458751151973,Small,Consumer Discretionary
ZTS,443183472,145.94,64678195903.68,0.0010749779396729906,Small,Health Care
COR,193877881,332.71,64505109787.509995,0.0010721011779769236,Small,Health Care
UPS,736042904,87.22,64197662086.88,0.0010669912720625313,Small,Industrials
AZO,16665000,3805.56,63419657400.0,0.001054060517521949,Small,Consumer Discretionary
CL,808220815,78.0,63041223570.0,0.001047770793246371,Small,Consumer Staples
NSC,224386617,280.5,62940446068.5,0.0010460958301554215,Small,Industrials
HLT,232435166,267.77,62239164399.81999,0.0010344402434032689,Small,Consumer Discretionary
AEP,534794763,115.98,62025496612.740005,0.0010308889978201084,Small,Utilities
DLR,343041000,179.28,61500390480.0,0.001022161520177981,Small,Real Estate
SRE,652472426,92.78,60536391684.28,0.0010061394678496573,Small,Utilities
REGN,104170296,577.95,60205222573.200005,0.0010006353024390718,Small,Health Care
TRV,223063417,269.89,60202585614.13,0.001000591475106097,Small,Financials
MPC,304020309,196.22,59654865031.98,0.0009914881361107897,Small,Energy
FCX,1435774134,41.37,59397975923.579994,0.0009872185345763944,Small,Materials
SPG,326484763,178.09,58143671442.67,0.0009663714836070196,Small,Real Estate
URI,63630147,913.33,58115322159.51,0.0009659003069828614,Small,Industrials
EOG,545993416,106.38,58082779594.079994,0.0009653594363007274,Small,Energy
CMI,137786038,421.45,58069925715.1,0.0009651457996006052,Small,Industrials
AXON,78504440,735.95,57775342618.0,0.000960249708632721,Small,Industrials
KMI,2222077616,25.86,57462927149.76,0.0009550572363987901,Small,Energy
AFL,534831490,107.18,57323239098.200005,0.0009527355641294132,Small,Financials
FDX,235955461,241.15,56900659420.15,0.0009457121178920696,Small,Industrials
APD,222553640,254.91,56731148372.4,0.0009428947752881809,Small,Materials
TFC,1279246000,44.19,56529880740.0,0.0009395496253226125,Small,Financials
NXPI,252114595,219.16,55253434640.2,0.00091833457163574,Small,Information Technology
CMG,1340885000,41.19,55231053150.0,0.0009179625821594436,Small,Consumer Discretionary
ABNB,429079558,127.99,54917892628.42,0.0009127577268357683,Small,Consumer Discretionary
LHX,187094798,293.2,54856194773.6,0.0009117322833778923,Small,Industrials
O,914306087,59.99,54849222159.130005,0.0009116163956875762,Small,Real Estate
PSX,404124265,134.98,54548693289.7,0.000906621483563663,Small,Energy
F,3913646490,13.84,54164867421.6,0.0009002421414203263,Small,Consumer Discretionary
DELL,338646945,158.64,53722951354.799995,0.0008928973165321289,Small,Information Technology
SLB,1493923635,35.83,53527283842.049995,0.0008896452428343688,Small,Energy
BDX,286627469,185.83,53263982564.270004,0.0008852690684351521,Small,Health Care
PSA,175452848,302.24,53028868779.520004,0.0008813613816422852,Small,Real Estate
WDAY,217000000,242.75,52676750000.0,0.0008755090242157997,Small,Information Technology
PCAR,525200000,100.13,52588276000.0,0.0008740385503272537,Small,Industrials
WBD,2475772282,21.15,52362583764.299995,0.0008702874535141285,Small,Communication Services
MET,665026054,78.68,52324249928.72,0.000869650329565079,Small,Financials
VLO,305009539,171.05,52171881645.950005,0.0008671179066921912,Small,Energy
D,853433625,61.06,52110657142.5,0.0008661003305267366,Small,Utilities
ROP,107613824,478.8,51525498931.200005,0.0008563747628979986,Small,Information Technology
MPWR,47892000,1074.91,51479589720.00001,0.0008556117331229987,Small,Information Technology
IDXX,80004694,640.85,51271008149.9,0.0008521450225361145,Small,Health Care
ROST,325226266,156.75,50979217195.5,0.0008472953381162946,Small,Consumer Discretionary
ALL,263505334,193.19,50906595475.46,0.0008460883355724951,Small,Financials
DDOG,323270704,156.47,50582167054.88,0.0008406962031814522,Small,Information Technology
NDAQ,570995433,88.44,50498836094.52,0.0008393112087049184,Small,Financials
EA,249343882,200.84,50078225260.88,0.0008323204854629806,Small,Communication Services
STX,212968277,234.12,49860133011.24,0.000828695703511335,Small,Information Technology
CARR,851022837,57.84,49223160892.08,0.0008181089676459212,Small,Industrials
FAST,1148035721,42.87,49216291359.27,0.0008179947932147478,Small,Industrials
EXC,1009987294,48.035,48514739667.28999,0.0008063347185654509,Small,Utilities
CBRE,297554325,162.96,48489452802.0,0.0008059144405726833,Small,Real Estate
GRMN,192493945,250.45,48210108525.25,0.0008012716250011521,Small,Consumer Discretionary
XEL,591426177,80.39,47544750369.03,0.0007902131016468032,Small,Utilities
DHI,298123529,157.95,47088611405.549995,0.000782631886427125,Small,Consumer Discretionary
TTWO,184470212,255.12,47062040485.44,0.0007821902669206441,Small,Communication Services
BKR,985879124,47.3,46632082565.2,0.0007750441912951892,Small,Energy
GWW,47832244,968.41,46321223412.04,0.0007698775856513015,Small,Industrials
AMP,94271565,479.18,45173048516.7,0.0007507944515883951,Small,Financials
PAYX,359894143,124.6,44842810217.799995,0.0007453057566550778,Small,Industrials
EW,587100000,76.1,44678310000.0,0.0007425716960843447,Small,Health Care
KR,662678212,67.11,44472334807.32,0.0007391483045509656,Small,Consumer Staples
EBAY,457000000,97.2,44420400000.0,0.000738285126916059,Small,Consumer Discretionary
WDC,342795534,129.43,44368025965.62,0.0007374146491486516,Small,Information Technology
AIG,554003850,79.0,43766304150.0,0.0007274137876747978,Small,Financials
XYZ,549574000,79.54,43713115960.0,0.0007265297783096281,Small,Financials
CTVA,679100000,63.66,43231506000.0,0.000718525224761199,Small,Materials
AME,230953960,187.14,43220724074.399994,0.0007183460247695286,Small,Industrials
CPRT,967731528,44.66,43218890040.479996,0.0007183155423793341,Small,Industrials
OKE,629755979,68.61,43207557719.19,0.0007181271945872873,Small,Energy
ETR,446409069,96.58,43114187884.02,0.0007165753499256313,Small,Utilities
CCI,435470061,98.49,42889446307.89,0.0007128400534614741,Small,Real Estate
TGT,454399148,94.26,42831663690.48,0.0007118796828428376,Small,Consumer Staples
FANG,289486120,145.86,42224445463.200005,0.0007017874687701782,Small,Energy
A,283500427,148.03,41966568208.81,0.0006975014438472579,Small,Health Care
MSCI,77365235,542.29,41954393288.149994,0.0006972990917107471,Small,Financials
OXY,984439742,42.57,41907599816.94,0.000696521365174491,Small,Energy
PEG,499079754,83.11,41478518354.94,0.0006893898566416998,Small,Utilities
ROK,112434397,356.48,40080613842.560005,0.0006661561147046844,Small,Industrials
FICO,24003656,1667.0,40014094552.0,0.0006650505370225055,Small,Information Technology
DAL,652962768,60.95,39798080709.6,0.0006614602990450917,Small,Industrials
YUM,277535696,143.36,39787517378.560005,0.0006612847321839757,Small,Consumer Discretionary
LVS,686453606,57.6,39539727705.6,0.0006571663669700253,Small,Consumer Discretionary
KMB,331779938,118.93,39458588026.340004,0.0006558177924772157,Small,Consumer Staples
VMC,132124158,292.74,38678026012.92,0.0006428445341287172,Small,Materials
CAH,237582682,161.89,38462260388.979996,0.0006392584216431325,Small,Health Care
RMD,145940728,259.49,37870159508.72,0.0006294174640306423,Small,Health Care
IQV,170000000,220.52,37488400000.0,0.0006230724656212008,Small,Health Care
MLM,60306003,621.23,37463898243.69,0.0006226652364592168,Small,Materials
WEC,321866395,115.83,37281784532.85,0.0006196384324655412,Small,Utilities
SYY,478507440,77.35,37012550484.0,0.0006151636529965282,Small,Consumer Staples
KDP,1358435279,27.16,36895102177.64,0.000613211614343858,Small,Consumer Staples
OTIS,392475229,91.95,36088097306.55,0.0005997988649387524,Small,Industrials
XYL,243409688,148.25,36085486246.0,0.0005997554680497206,Small,Industrials
ED,360651665,100.04,36079592566.6,0.0005996575126993899,Small,Utilities
PCG,2197910425,16.4,36045730970.0,0.0005990947191823704,Small,Utilities
PRU,351942941,102.18,35961529711.380005,0.0005976952599945479,Small,Financials
GEHC,456562037,78.14,35675757571.18,0.0005929456107163641,Small,Health Care
LYV,231950108,152.86,35455893508.880005,0.0005892913805171891,Small,Communication Services
FIS,522378577,67.79,35412043734.83,0.0005885625794258044,Small,Financials
HIG,281171656,125.11,35177385882.159996,0.0005846624704096693,Small,Financials
HUM,120271819,290.65,34957004192.35,0.0005809996370306059,Small,Health Care
CCL,1167541049,29.4,34325706840.6,0.0005705072181091526,Small,Consumer Discretionary
MCHP,539679667,63.17,34091564564.39,0.0005666156781836204,Small,Information Technology
DD,418716685,81.01,33920238651.850002,0.0005637681717882794,Small,Materials
WAB,170957186,197.63,33786268669.18,0.0005615415361510843,Small,Industrials
EQT,624067000,53.7,33512397900.0,0.000556989692503061,Small,Energy
EME,44764250,748.24,33494402420.0,0.0005566906003013763,Small,Industrials
CHTR,136590984,244.2,33355518292.8,0.0005543822895820563,Small,Communication Services
VICI,1066369778,31.19,33260073375.82,0.0005527959562161688,Small,Real Estate
CTSH,488395937,67.86,33142548284.82,0.0005508426413715308,Small,Information Technology
TRGP,215191852,153.77,33090051082.04,0.0005499701164951864,Small,Energy
CSGP,423650362,77.89,32998126696.18,0.0005484422957893546,Small,Real Estate
NRG,193430802,170.36,32952871428.72,0.0005476901348254658,Small,Utilities
VRSK,139714971,234.94,32824635286.739998,0.0005455587979541875,Small,Industrials
STT,282217819,116.12,32771133142.280003,0.0005446695705381145,Small,Financials
ACGL,373220295,87.15,32526148709.250004,0.0005405978295535216,Small,Financials
RJF,198100000,162.44,32179364000.0,0.0005348341265458676,Small,Financials
UAL,323737989,99.31,32150419687.59,0.0005343530602933999,Small,Industrials
WTW,97547991,328.34,32028907364.94,0.0005323334760359525,Small,Financials
VTR,454471192,70.39,31990227204.88,0.0005316905960330928,Small,Real Estate
EXR,212253611,150.26,31893227588.859997,0.0005300784229364043,Small,Real Estate
NUE,229535447,138.7,31836566498.899998,0.0005291366925604438,Small,Materials
IR,397452515,79.78,31708761646.7,0.0005270125239008423,Small,Industrials
IRM,295348225,105.23,31079493716.75,0.0005165538347956712,Small,Real Estate
HPE,1319450062,23.5,31007076457.0,0.0005153502304651059,Small,Information Technology
IBKR,445246976,68.75,30610729600.0,0.0005087627843902614,Small,Financials
ADM,480464483,63.33,30427815708.39,0.0005057226810665182,Small,Consumer Staples
KHC,1183599215,25.25,29885880178.75,0.0004967154919984191,Small,Consumer Staples
TSCO,529951669,56.28,29825679931.32,0.0004957149393848848,Small,Consumer Discretionary
MTD,20599040,1434.32,29545615052.8,0.0004910601471186543,Small,Health Care
DTE,207587803,141.84,29444253977.52,0.0004893754847939692,Small,Utilities
KEYS,171856249,169.47,29124478518.03,0.00048406068650997763,Small,Information Technology
BRO,329842812,88.0,29026167456.0,0.00048242671664685014,Small,Financials
MTB,156269291,185.23,28945760771.93,0.00048109032483242435,Small,Financials
K,347669200,83.03,28866973676.0,0.0004797808512320509,Small,Consumer Staples
KVUE,1919069920,15.0,28786048800.0,0.00047843584685684657,Small,Consumer Staples
SMCI,594273308,48.29,28697458043.32,0.0004769634324247594,Small,Information Technology
EFX,122394037,233.8,28615725850.600002,0.0004756050101170942,Small,Industrials
ODFL,210168137,136.12,28608086808.440002,0.000475478046127337,Small,Industrials
LEN,223803530,127.57,28550616322.1,0.0004745228632541198,Small,Consumer Discretionary
WRB,379877000,75.03,28502171310.0,0.00047371768743610155,Small,Financials
ATO,160523571,175.93,28240911846.030003,0.00046937544881341667,Small,Utilities
AEE,270409918,104.28,28198346249.04,0.0004686679912674238,Small,Utilities
FITB,660973000,42.63,28177278990.0,0.00046831784484789314,Small,Financials
ES,371115181,74.67,27711170565.27,0.00046057093312471117,Small,Utilities
AWK,195098566,141.59,27624005959.940002,0.0004591222219084987,Small,Utilities
PPL,739515243,37.35,27620894326.05,0.0004590705052868249,Small,Utilities
DXCM,392155265,70.33,27580279787.45,0.00045839547512534646,Small,Health Care
ROL,484640003,56.6,27430624169.8,0.0004559081378507962,Small,Industrials
BR,116719878,232.29,27112860460.62,0.0004506267756757308,Small,Industrials
AVB,142383022,189.43,26971615857.46,0.00044827923288525193,Small,Real Estate
SYF,360171098,74.84,26955204974.32,0.0004480064773283047,Small,Financials
FE,577403931,46.64,26930119341.84,0.00044758954390674015,Small,Utilities
HSY,148110715,179.38,26568100056.7,0.0004415726360473862,Small,Consumer Staples
VLTO,248160850,104.65,25970032952.5,0.000431632517364785,Small,Industrials
FSLR,107247651,241.41,25890655427.91,0.0004303132305997804,Small,Information Technology
EXPE,118192131,218.85,25866347869.35,0.00042990922908343903,Small,Consumer Discretionary
HPQ,934701851,27.66,25853853198.66,0.0004297015625712928,Small,Information Technology
CNP,652868273,39.53,25807882831.690002,0.0004289375163625054,Small,Utilities
IP,527982095,48.87,25802484982.649998,0.0004288478019145586,Small,Materials
GIS,533416422,47.41,25289272567.019997,0.00042031800269149236,Small,Consumer Staples
CBOE,104590130,238.75,24970893537.5,0.00041502641364194343,Small,Financials
TDY,46888498,532.09,24948900900.82,0.00041466088706941116,Small,Information Technology
EXE,238145675,103.77,24712376694.75,0.00041072975850017026,Small,Energy
PTC,119792704,204.81,24534743706.24,0.0004077774259352545,Small,Information Technology
CINF,156376422,156.67,24499494034.739998,0.00040719156204845633,Small,Financials
STZ,175013336,139.62,24435361972.32,0.00040612566106955616,Small,Consumer Staples
LDOS,128297332,189.96,24371361186.72,0.0004050619419648335,Small,Industrials
DOV,137153223,177.43,24335096356.89,0.0004044592057334256,Small,Industrials
EQR,381898057,63.42,24219974774.940002,0.00040254583818741675,Small,Real Estate
EL,234815064,102.16,23988706938.239998,0.00039870207261642537,Small,Consumer Staples
NTRS,189117000,126.03,23834415510.0,0.00039613768628311396,Small,Financials
TPR,207005508,114.71,23745601822.68,0.00039466156665305817,Small,Consumer Discretionary
STE,98490606,240.76,23712598300.559998,0.00039411303468312895,Small,Health Care
PHM,194916877,120.53,23493331184.81,0.00039046872597856973,Small,Consumer Discretionary
HBAN,1459390757,16.07,23452409464.99,0.0003897885903401934,Small,Financials
PPG,225700000,103.5,23359950000.0,0.000388251876401446,Small,Materials
NTAP,199618386,116.64,23283488543.04,0.0003869810558672793,Small,Information Technology
LH,83100000,279.49,23225619000.0,0.0003860192405092937,Small,Health Care
ULTA,44838364,517.66,23211027508.239998,0.0003857767239775667,Small,Consumer Discretionary
TTD,445666933,52.0,23174680516.0,0.0003851726221734649,Small,Communication Services
HUBB,53140009,434.39,23083488509.51,0.0003836569739108378,Small,Industrials
WSM,121790333,189.09,23029334066.97,0.00038275690503519256,Small,Consumer Discretionary
TER,159073532,144.28,22951129196.96,0.00038145710826657304,Small,Information Technology
VRSN,92700000,247.08,22904316000.0,0.00038067905388032347,Small,Information Technology
TROW,219715241,103.55,22751513205.55,0.0003781394092464695,Small,Financials
JBL,106837337,212.44,22696523872.28,0.0003772254641470946,Small,Information Technology
PODD,70392535,320.91,22589668406.850002,0.0003754494828219229,Small,Health Care
CFG,431453142,52.18,22513224949.56,0.0003741789614495973,Small,Financials
SW,522125044,43.07,22487925645.08,0.00037375847671242916,Small,Materials
DG,220106028,101.99,22448613795.719997,0.0003731050977763084,Small,Consumer Staples
CMS,299335461,74.75,22375325709.75,0.00037188701995954416,Small,Utilities
HAL,841626610,26.55,22345186495.5,0.0003713860939521757,Small,Energy
STLD,146034859,152.95,22336031684.05,0.0003712339372599069,Small,Materials
EIX,384834007,57.81,22247253944.670002,0.0003697584150992446,Small,Utilities
TYL,43261810,508.66,22005552274.600002,0.00036574123497111764,Small,Information Technology
BIIB,146614598,149.89,21976062094.219997,0.00036525109617082253,Small,Health Care
RF,892308354,24.57,21924016257.78,0.0003643860731867531,Small,Financials
DRI,116313762,184.82,21497109492.84,0.0003572907090041917,Small,Consumer Discretionary
WST,71943412,297.47,21401006767.640003,0.0003556934425979626,Small,Health Care
